"id","name_full","name_sortable","is_dead","when_born","when_died","org_acronym"
"57548","Chris Sabin","Chris Sabin","0",,,"AAA"
"9587","Chris Stone","Chris Stone","0",,,"AAA"
"51414","Christi Jaynes","Christi Jaynes","0",,,"AAA"
"10205","Christina Von Eerie","Christina Von Eerie","0",,,"AAA"
"10207","Christopher Daniels","Christopher Daniels","0",,,"AAA"
"29483","Chucky","Chucky","1","1954","2022","AAA"
"9588","Cibernético","Cibernetico","0",,,"AAA"
"31137","Cibernético (Masked)","Cibernetico (Masked)","0",,,"AAA"
"32543","Ciclón Ramí­rez Jr. II","Ciclon Ramirez Jr. II","0",,,"AAA"
"18352","Ciclope","Ciclope","1","1945","2017","AAA"
"9724","Cien Caras","Cien Caras","0",,,"AAA"
"10038","CIMA","CIMA","0",,,"AAA"
"40659","Cinta de Oro","Cinta de Oro","0",,,"AAA"
"37478","Coco Amarillo","Coco Amarillo","0",,,"AAA"
"36957","Cody Rhodes","Cody Rhodes","0",,,"AAA"
"62332","Colmillo de Plata","Colmillo de Plata","0",,,"AAA"
"31831","Colorman","Colorman","0",,,"AAA"
"39609","Command Bolshoi","Command Bolshoi","0",,,"AAA"
"25128","Concord","Concord","0",,,"AAA"
"30645","Convicto 187566","Convicto 187566","0",,,"AAA"
"56413","Copetes Salazar","Copetes Salazar","0",,,"AAA"
"20277","Corazón de Barrio","Corazon de Barrio","0",,,"AAA"
"62331","Coronel VIP","Coronel VIP","0",,,"AAA"
"37869","Corsario Jr.","Corsario Jr.","0",,,"AAA"
"9589","Crazy Boy","Crazy Boy","0",,,"AAA"
"56784","Cuerno de Chivo","Cuerno de Chivo","0",,,"AAA"
"20905","Cuervo","Cuervo","0",,,"AAA"
"9725","Cuije","Cuije","0",,,"AAA"
"20014","Cuije II","Cuije II","0",,,"AAA"
"9590","Cynthia Moreno","Cynthia Moreno","0",,,"AAA"
"65190","D'Luxe","D Luxe","0",,,"AAA"
"10688","D'Angelo Dinero","D'Angelo Dinero","0",,,"AAA"
"9591","Daga","Daga","0",,,"AAA"
"24951","Dalton Bragg","Dalton Bragg","0",,,"AAA"
"54888","Dalys","Dalys","0",,,"AAA"
"26393","Damián 666","Damian 666","0",,,"AAA"
"37290","Damian Drake","Damian Drake","0",,,"AAA"
"51643","Danny Rivera","Danny Rivera","0",,,"AAA"
"31850","Danshoku Dino","Danshoku Dino","0",,,"AAA"
"31121","Darby Allin","Darby Allin","0",,,"AAA"
"14843","Dark Chessman","Dark Chessman","0",,,"AAA"
"8132","Dark Cuervo","Dark Cuervo","0",,,"AAA"
"9998","Dark Dragón","Dark Dragon","0",,,"AAA"
"8135","Dark Espí­ritu","Dark Espiritu","0",,,"AAA"
"14852","The Dark Family","Dark Family","0",,,"AAA"
"32216","Dark Killer","Dark Killer","0",,,"AAA"
"9727","Dark Ozz","Dark Ozz","0",,,"AAA"
"9999","Dark Scoria","Dark Scoria","0",,,"AAA"
"65174","Dark Zorro","Dark Zorro","0",,,"AAA"
"10667","Darkness","Darkness","0",,,"AAA"
"22440","Dave the Clown","Dave the Clown","0",,,"AAA"
"56350","David Face","David Face","0",,,"AAA"
"9592","Decnnis","Decnnis","0",,,"AAA"
"57624","Demoltion","Demoltion","0",,,"AAA"
"10000","Demon Rocker","Demon Rocker","0",,,"AAA"
"50892","Demonic Flamita","Demonic Flamita","0",,,"AAA"
"33344","Demus","Demus","0",,,"AAA"
"47663","Deonna Purrazzo","Deonna Purrazzo","0",,,"AAA"
"40164","Depredador","Depredador","0",,,"AAA"
"30706","Destiny","Destiny","0",,,"AAA"
"56924","Devastador","Devastador","0",,,"AAA"
"10001","Devil Rocker","Devil Rocker","1","1967","2018","AAA"
"56418","Diablo Rojo","Diablo Rojo","0",,,"AAA"
"45147","Diama","Diama","0",,,"AAA"
"47667","Diamante Azul","Diamante Azul","0",,,"AAA"
"32227","Diamond","Diamond","0",,,"AAA"
"58798","Dick Angelo 3G","Dick Angelo 3G","0",,,"AAA"
"50665","Dinámico (MexiCali)","Dinamico (MexiCali)","0",,,"AAA"
"9595","Dinastí­a","Dinastia","0",,,"AAA"
"52449","Diosa Quetzal","Diosa Quetzal","0",,,"AAA"
"56362","Discovery","Discovery","1","1965","2020","AAA"
"56365","Disk Jockey","Disk Jockey","0",,,"AAA"
"52119","Diva Salvaje","Diva Salvaje","0",,,"AAA"
"32579","Dizzy","Dizzy","0",,,"AAA"
"56489","DJ","DJ","0",,,"AAA"
"9704","DJ Z","DJ Z","0",,,"AAA"
"36708","DJ Zema Ion","DJ Zema Ion","0",,,"AAA"
"48338","DMT Azul","DMT Azul","0",,,"AAA"
"40972","Doink The Clown","Doink The Clown","1","1957","2013","AAA"
"56785","Dollar","Dollar","0",,,"AAA"
"20939","Dorian Roldán","Dorian Roldan","0",,,"AAA"
"31129","Dos Caras","Dos Caras","0",,,"AAA"
"14905","Dos Caras Jr.","Dos Caras Jr.","0",,,"AAA"
"10712","Dr. Cerebro","Dr. Cerebro","0",,,"AAA"
"25347","Dr. Maldad","Dr. Maldad","0",,,"AAA"
"54062","Dr. Simi","Dr. Simi","0",,,"AAA"
"9597","Dr. Wagner Jr.","Dr. Wagner Jr.","0",,,"AAA"
"27085","Dr. Wagner Jr. (Masked)","Dr. Wagner Jr. (Masked)","0",,,"AAA"
"9598","Drago","Drago","0",,,"AAA"
"29440","Drago [2004]","Drago [2004]","0",,,"AAA"
"32571","Drago [Puebla]","Drago [Puebla]","0",,,"AAA"
"36673","Drago II","Drago II","0",,,"AAA"
"30927","Drago Kid","Drago Kid","0",,,"AAA"
"31018","Dragón Bane","Dragon Bane","0",,,"AAA"
"45149","Dragón de Oriente I","Dragon de Oriente I","0",,,"AAA"
"45150","Dragón de Oriente II","Dragon de Oriente II","0",,,"AAA"
"11771","Dragón de Oro","Dragon de Oro","1","1969","2023","AAA"
"40600","Dragón Lee II","Dragon Lee II","0",,,"AAA"
"65170","Dragón Suicida","Dragon Suicida","0",,,"AAA"
"37289","Drake","Drake","0",,,"AAA"
"29532","Drake Morgan","Drake Morgan","0",,,"AAA"
"23412","Drakula","Drakula","1","1955","2012","AAA"
"50586","Dralístico","Dralistico","0",,,"AAA"
"10690","Draztik Boy","Draztik Boy","0",,,"AAA"
"29130","Duende Azul","Duende Azul","0",,,"AAA"
"56425","Duende I","Duende I","0",,,"AAA"
"40484","Dulce Canela","Dulce Canela","0",,,"AAA"
"29441","Duro","Duro","1","1966","2020","AAA"
"18421","Dynamite Kansai","Dynamite Kansai","0",,,"AAA"
"27436","EC3","EC3","0",,,"AAA"
"21025","Eclipse Jr.","Eclipse Jr.","0",,,"AAA"
"37831","Eclipse Vengador Jr.","Eclipse Vengador Jr.","0",,,"AAA"
"27437","Eddie Edwards","Eddie Edwards","0",,,"AAA"
"10292","Eddie Guerrero","Eddie Guerrero","1","1967","2005","AAA"
"10724","Eita &amp; Lanzelot","Eita & Lanzelot","0",,,"AAA"
"31874","El Alebrazo","El Alebrazo","0",,,"AAA"
"9217","El Alebrije","El Alebrije","0",,,"AAA"
"10271","El Alebrije II","El Alebrije II","0",,,"AAA"
"60357","El Ángel","El Angel","0",,,"AAA"
"10282","El Animal","El Animal","0",,,"AAA"
"22754","El Apache","El Apache","1","1959","2017","AAA"
"47485","El Aracno","El Aracno","0",,,"AAA"
"48050","El Aracno II","El Aracno II","0",,,"AAA"
"50593","El Aracno III","El Aracno III","0",,,"AAA"
"31786","El Audaz Jr.","El Audaz Jr.","0",,,"AAA"
"14829","El Brazo","El Brazo","1","1961","2013","AAA"
"9600","El Brazo de Plata","El Brazo de Plata","1","1963","2021","AAA"
"31844","El Castigador","El Castigador","0",,,"AAA"
"33414","El Centauro","El Centauro","0",,,"AAA"
"29435","El Chamagol","El Chamagol","0",,,"AAA"
"20546","El Charro","El Charro","1","1963","2007","AAA"
"47362","El Charro González","El Charro Gonzalez","0",,,"AAA"
"9602","El Cobarde II","El Cobarde II","0",,,"AAA"
"54652","El Cobarde Jr.","El Cobarde Jr.","0",,,"AAA"
"42613","El Colorado","El Colorado","0",,,"AAA"
"9601","El Consejo (Faction)","El Consejo (Faction)","0",,,"AAA"
"30646","El Convicto","El Convicto","0",,,"AAA"
"32603","El Costeno","El Costeno","0",,,"AAA"
"9603","El Dandy","El Dandy","0",,,"AAA"
"51144","El Dragón [Chihuahua]","El Dragon [Chihuahua]","0",,,"AAA"
"40170","El Duende","El Duende","0",,,"AAA"
"9604","El Elegido","El Elegido","0",,,"AAA"
"48290","El Engañoso","El Enganoso","0",,,"AAA"
"31938","El Espacial","El Espacial","0",,,"AAA"
"26280","El Espantapájaros I","El Espantapajaros I","0",,,"AAA"
"37833","El Eterno","El Eterno","0",,,"AAA"
"25448","El Falcón","El Falcon","0",,,"AAA"
"26391","El Fantasma","El Fantasma","0",,,"AAA"
"31873","El Fenómeno","El Fenomeno","0",,,"AAA"
"58934","El Fiscal","El Fiscal","0",,,"AAA"
"52114","El Furioso","El Furioso","0",,,"AAA"
"42619","El Galáctico","El Galactico","0",,,"AAA"
"33418","El Gallego","El Gallego","0",,,"AAA"
"9341","El Generico","El Generico","0",,,"AAA"
"20611","El Giro","El Giro","0",,,"AAA"
"48289","El Gran Mazo","El Gran Mazo","0",,,"AAA"
"52117","El Gran Mazo II","El Gran Mazo II","0",,,"AAA"
"55048","El Gran Mazo III","El Gran Mazo III","0",,,"AAA"
"9731","El Guapito","El Guapito","0",,,"AAA"
"54289","El Héroe Invicto","El Heroe Invicto","0",,,"AAA"
"58935","El Hijo de Abismo Negro","El Hijo de Abismo Negro","0",,,"AAA"
"14826","El Hijo de Aní­bal","El Hijo de Anibal","1","1970","2021","AAA"
"32357","El Hijo de L.A. Park","El Hijo de L.A. Park","0",,,"AAA"
"35149","El Hijo de La Parka","El Hijo de La Parka","0",,,"AAA"
"26392","El Hijo de Lizmark","El Hijo de Lizmark","0",,,"AAA"
"57669","El Hijo de Máscara Año 2000","El Hijo de Mascara Ano 2000","0",,,"AAA"
"58938","El Hijo de Máscara Sagrada","El Hijo de Mascara Sagrada","0",,,"AAA"
"54653","El Hijo del Cobarde","El Hijo del Cobarde","0",,,"AAA"
"45604","El Hijo del Diablo","El Hijo del Diablo","0",,,"AAA"
"29555","El Hijo del Dr. Wagner Jr.","El Hijo del Dr. Wagner Jr.","0",,,"AAA"
"9629","El Hijo del Fantasma","El Hijo del Fantasma","0",,,"AAA"
"33136","El Hijo del Fantasma (Masked)","El Hijo del Fantasma (Masked)","0",,,"AAA"
"55049","El Hijo del Máscara Año 2000 Jr.","El Hijo del Mascara Ano 2000 Jr.","0",,,"AAA"
"41364","El Hijo del Médico Asesino","El Hijo del Medico Asesino","0",,,"AAA"
"14864","El Hijo del Perro Aguayo","El Hijo del Perro Aguayo","1","1979","2015","AAA"
"9630","El Hijo del Pirata Morgan","El Hijo del Pirata Morgan","0",,,"AAA"
"14909","El Hijo del Pirata Morgan (Masked)","El Hijo del Pirata Morgan (Masked)","0",,,"AAA"
"56320","El Hijo del Rey Misterio","El Hijo del Rey Misterio","0",,,"AAA"
"56322","El Hijo del Rey Misterio Sr.","El Hijo del Rey Misterio Sr.","0",,,"AAA"
"9606","El Hijo del Santo","El Hijo del Santo","0",,,"AAA"
"10332","El Hijo del Solitario","El Hijo del Solitario","0",,,"AAA"
"10730","El Hijo del Tirantes","El Hijo del Tirantes","0",,,"AAA"
"25129","El Hijo del Vikingo","El Hijo del Vikingo","0",,,"AAA"
"19998","El Hombre Bala","El Hombre Bala","1","1953","2018","AAA"
"31763","El Hombre sin Miedo","El Hombre sin Miedo","0",,,"AAA"
"37486","El Huichol","El Huichol","0",,,"AAA"
"10691","El Ilegal","El Ilegal","0",,,"AAA"
"57656","El Imperio de las Shotas (Faction)","El Imperio de las Shotas (Faction)","0",,,"AAA"
"37477","El Indómito","El Indomito","0",,,"AAA"
"25311","El León Negro","El Leon Negro","0",,,"AAA"
"47484","El Leyenda Americana","El Leyenda Americana","0",,,"AAA"
"47318","El Leyenda Americana II","El Leyenda Americana II","0",,,"AAA"
"57563","El Líder","El Lider","0",,,"AAA"
"29439","El Magnate","El Magnate","0",,,"AAA"
"40168","El Magnate [México]","El Magnate [Mexico]","0",,,"AAA"
"20544","El Mariachi","El Mariachi","0",,,"AAA"
"20606","El Matador","El Matador","0",,,"AAA"
"31809","El Medico","El Medico","0",,,"AAA"
"9605","El Mesí­as","El Mesias","0",,,"AAA"
"20545","El Mexicano","El Mexicano","0",,,"AAA"
"19995","El Monsther","El Monsther","1","1953","2018","AAA"
"48522","El Mosco","El Mosco","0",,,"AAA"
"51117","El Niño de la Calle I","El Nino de la Calle I","0",,,"AAA"
"17753","El Niño de Oro","El Nino de Oro","0",,,"AAA"
"52678","El Nuevo Mercenarios (Faction)","El Nuevo Mercenarios (Faction)","0",,,"AAA"
"53526","El Nuevo Psycho Circus (Faction)","El Nuevo Psycho Circus (Faction)","0",,,"AAA"
"61161","El Ojo","El Ojo","0",,,"AAA"
"65180","El Ojo (Faction)","El Ojo (Faction)","0",,,"AAA"
"9607","El Oriental","El Oriental","0",,,"AAA"
"58790","El Original","El Original","0",,,"AAA"
"10851","El Padrino","El Padrino","0",,,"AAA"
"37499","El Pantera","El Pantera","0",,,"AAA"
"9609","El Patrón Alberto","El Patron Alberto","0",,,"AAA"
"10284","El Poder del Norte (Faction)","El Poder del Norte (Faction)","0",,,"AAA"
"10028","El Psicópata [1990s]","El Psicopata [1990s]","0",,,"AAA"
"40165","El Puma","El Puma","0",,,"AAA"
"14890","El Puma Jr.","El Puma Jr.","0",,,"AAA"
"30644","El Rebelde","El Rebelde","0",,,"AAA"
"56376","El Reptil","El Reptil","0",,,"AAA"
"9891","El Salsero","El Salsero","0",,,"AAA"
"14845","El Sanguinario","El Sanguinario","1","1968","2002","AAA"
"14893","El Santo Negro","El Santo Negro","0",,,"AAA"
"16205","El Satánico","El Satanico","0",,,"AAA"
"54291","El Simbosis Mortal","El Simbosis Mortal","0",,,"AAA"
"47483","El Terror Púrpura","El Terror Purpura","0",,,"AAA"
"47317","El Terror Púrpura II","El Terror Purpura II","0",,,"AAA"
"52115","El Terror Púrpura III","El Terror Purpura III","0",,,"AAA"
"25442","El Vagabundo","El Vagabundo","0",,,"AAA"
"14922","El Vampiro Canadiense","El Vampiro Canadiense","0",,,"AAA"
"47487","El Venenoide","El Venenoide","0",,,"AAA"
"31157","El Zorraza","El Zorraza","0",,,"AAA"
"8154","El Zorro","El Zorro","0",,,"AAA"
"33415","El Zorro (Masked)","El Zorro (Masked)","0",,,"AAA"
"9612","Electroshock","Electroshock","0",,,"AAA"
"31119","ELITE (Faction)","ELITE (Faction)","0",,,"AAA"
"20449","Elix Skipper","Elix Skipper","0",,,"AAA"
"44716","Elvis","Elvis","0",,,"AAA"
"33343","Emperador Azteca","Emperador Azteca","0",,,"AAA"
"57559","Epydemius","Epydemius","0",,,"AAA"
"58793","Epydemius Jr.","Epydemius Jr.","0",,,"AAA"
"23418","Equipo de Trump","Equipo de Trump","0",,,"AAA"
"32232","Erik Montana","Erik Montana","0",,,"AAA"
"56422","Escato","Escato","0",,,"AAA"
"20904","Escoria","Escoria","0",,,"AAA"
"14884","Escorpión Negro","Escorpion Negro","0",,,"AAA"
"27097","Escorpión Negro Jr.","Escorpion Negro Jr.","0",,,"AAA"
"29407","Eslabón Perdido","Eslabon Perdido","0",,,"AAA"
"31812","Espantapájaros I","Espantapajaros I","0",,,"AAA"
"25369","Espantito","Espantito","0",,,"AAA"
"14892","Espanto Jr.","Espanto Jr.","0",,,"AAA"
"26067","Espanto Jr. (Masked)","Espanto Jr. (Masked)","0",,,"AAA"
"33339","Espectrito [Estado de México]","Espectrito [Estado de Mexico]","0",,,"AAA"
"10290","Espectrito I","Espectrito I","1","1966","2016","AAA"
"25307","Espectrito I (Masked)","Espectrito I (Masked)","1","1966","2016","AAA"
"31777","Espectrito II","Espectrito II","0",,,"AAA"
"56469","Espectrito II (Masked)","Espectrito II (Masked)","0",,,"AAA"
"33338","Espectrito Jr.","Espectrito Jr.","0",,,"AAA"
"33804","Espectro III","Espectro III","0",,,"AAA"
"17285","Espectro Jr.","Espectro Jr.","0",,,"AAA"
"39979","Espí­ritu Maya","Espíiritu Maya","0",,,"AAA"
"20907","Espí­ritu","Espiritu","0",,,"AAA"
"31150","Esquizofrenia","Esquizofrenia","0",,,"AAA"
"24640","Esther Moreno","Esther Moreno","0",,,"AAA"
"25088","Estrella Divina","Estrella Divina","0",,,"AAA"
"31768","Estrella Dorada Jr.","Estrella Dorada Jr.","0",,,"AAA"
"45146","Estrella Negro","Estrella Negro","0",,,"AAA"
"58794","Estrellato","Estrellato","0",,,"AAA"
"9613","Estrellita","Estrellita","0",,,"AAA"
"39313","Eterno","Eterno","0",,,"AAA"
"27435","Ethan Carter III","Ethan Carter III","0",,,"AAA"
"57723","Éxtasis (Puebla)","Extasis (Puebla)","0",,,"AAA"
"10198","Extreme Tiger","Extreme Tiger","0",,,"AAA"
"9393","Faby Apache","Faby Apache","0",,,"AAA"
"15502","Faces I","Faces I","0",,,"AAA"
"22236","Fake Apaches","Fake Apaches","0",,,"AAA"
"37295","Fake Averno","Fake Averno","0",,,"AAA"
"31571","Fake Cibernético","Fake Cibernetico","0",,,"AAA"
"56396","Fake Coco Rojo","Fake Coco Rojo","0",,,"AAA"
"47670","Fake Diesel","Fake Diesel","0",,,"AAA"
"31821","Fake Gronda","Fake Gronda","0",,,"AAA"
"31822","Fake Gronda II","Fake Gronda II","0",,,"AAA"
"10264","Fake Juventud Guerrera","Fake Juventud Guerrera","0",,,"AAA"
"47671","Fake Razor Ramon","Fake Razor Ramon","0",,,"AAA"
"36254","Fake Recarguita","Fake Recarguita","0",,,"AAA"
"25326","Fantasma","Fantasma","0",,,"AAA"
"19996","Fantasma de la Ópera","Fantasma de la Opera","1","1953","2018","AAA"
"47673","Fantasma de la Quebrada","Fantasma de la Quebrada","0",,,"AAA"
"37288","Fantastik","Fantastik","0",,,"AAA"
"56988","Felino","Felino","0",,,"AAA"
"9616","Fénix","Fenix","0",,,"AAA"
"28813","Fetiche","Fetiche","0",,,"AAA"
"17278","Fireball","Fireball","0",,,"AAA"
"9617","Fishman","Fishman","1","1951","2017","AAA"
"21017","Flamita","Flamita","0",,,"AAA"
"47316","Flammer","Flammer","0",,,"AAA"
"51566","Flip Gordon","Flip Gordon","0",,,"AAA"
"10718","Fly Metalic","Fly Metalic","0",,,"AAA"
"56374","Flying","Flying","0",,,"AAA"
"56394","Fobia","Fobia","0",,,"AAA"
"47263","Frank Nitti","Frank Nitti","0",,,"AAA"
"57550","Frankie Kazarian","Frankie Kazarian","0",,,"AAA"
"39961","Freelance","Freelance","0",,,"AAA"
"10704","Fresero Jr.","Fresero Jr.","0",,,"AAA"
"20609","Frisbee","Frisbee","0",,,"AAA"
"20610","Frisbee II","Frisbee II","0",,,"AAA"
"20612","Frisbee III","Frisbee III","0",,,"AAA"
"29487","Fuercita Guerrera","Fuercita Guerrera","0",,,"AAA"
"9618","Fuerza Guerrera","Fuerza Guerrera","0",,,"AAA"
"56790","Führer","Fuhrer","0",,,"AAA"
"58781","Fulgor","Fulgor","0",,,"AAA"
"56373","Furia Guerrera","Furia Guerrera","0",,,"AAA"
"60343","Galeno del Mal","Galeno del Mal","0",,,"AAA"
"65185","Gallo Extreme","Gallo Extreme","0",,,"AAA"
"62333","Garra de Oro","Garra de Oro","0",,,"AAA"
"16819","Garza Jr.","Garza Jr.","0",,,"AAA"
"9619","Gato Eveready","Gato Eveready","0",,,"AAA"
"20607","Gato Volador","Gato Volador","0",,,"AAA"
"30705","Genio del Aire","Genio del Aire","0",,,"AAA"
"10037","Genki Horiguchi","Genki Horiguchi","0",,,"AAA"
"56399","Geo","Geo","0",,,"AAA"
"26288","Ghefar","Ghefar","0",,,"AAA"
"29403","Gigante Drako","Gigante Drako","0",,,"AAA"
"9735","Go Shiozaki","Go Shiozaki","0",,,"AAA"
"9620","Goddess","Goddess","0",,,"AAA"
"56696","Goku","Goku","0",,,"AAA"
"39312","Golden Magic","Golden Magic","0",,,"AAA"
"25351","Goldman","Goldman","0",,,"AAA"
"23411","Gotita de Plata","Gotita de Plata","0",,,"AAA"
"15740","Goya Kong","Goya Kong","0",,,"AAA"
"47265","Goyo","Goyo","0",,,"AAA"
"9385","Gran Apache","Gran Apache","1","1959","2017","AAA"
"15509","Gran Apache II","Gran Apache II","0",,,"AAA"
"47198","Gran Guerrero [AAA]","Gran Guerrero [AAA]","0",,,"AAA"
"15861","Gran Hamada","Gran Hamada","1","1950","2025","AAA"
"34261","Gran Sensei","Gran Sensei","0",,,"AAA"
"57562","Granada","Granada","0",,,"AAA"
"37498","Gremlin","Gremlin","0",,,"AAA"
"40801","Gringo Loco","Gringo Loco","0",,,"AAA"
"14910","Gronda","Gronda","0",,,"AAA"
"9763","Gronda II","Gronda II","0",,,"AAA"
"25308","Groon XXX","Groon XXX","0",,,"AAA"
"9621","Groond XXX","Groond XXX","0",,,"AAA"
"20961","Grupo Revolución (Faction)","Grupo Revolucion (Faction)","0",,,"AAA"
"14844","Guapos VIP","Guapos VIP","0",,,"AAA"
"56366","Guerrero 2000","Guerrero 2000","0",,,"AAA"
"25127","Guerrero de Plata","Guerrero de Plata","0",,,"AAA"
"29482","Gulliver","Gulliver","1","1954","2022","AAA"
"10687","Gunner","Gunner","0",,,"AAA"
"28586","Hades","Hades","0",,,"AAA"
"29999","Hahastary","Hahastary","0",,,"AAA"
"30931","Halcón 78 Jr.","Halcon 78 Jr.","0",,,"AAA"
"20605","Halcón Dorado Jr.","Halcon Dorado Jr.","0",,,"AAA"
"56397","Halcón Dorado Jr. (Masked)","Halcon Dorado Jr. (Masked)","0",,,"AAA"
"9623","Halloween","Halloween","0",,,"AAA"
"47250","Halloween (Masked)","Halloween (Masked)","0",,,"AAA"
"54532","Hamada Chino","Hamada Chino","0",,,"AAA"
"15862","Hator","Hator","0",,,"AAA"
"54533","Hator (Masked)","Hator (Masked)","0",,,"AAA"
"60334","Havok","Havok","0",,,"AAA"
"9624","Headhunter 1","Headhunter 1","0",,,"AAA"
"14912","Headhunter A","Headhunter A","0",,,"AAA"
"20305","Heavy Dracula","Heavy Dracula","0",,,"AAA"
"9625","Heavy Metal","Heavy Metal","0",,,"AAA"
"48049","Hecatombe","Hecatombe","0",,,"AAA"
"56368","Hechicero Negro","Hechicero Negro","0",,,"AAA"
"9627","Héctor Garza","Hector Garza","1","1969","2013","AAA"
"10025","Hernández","Hernandez","0",,,"AAA"
"20569","Herodes","Herodes","1","1950","2020","AAA"
"21936","Herodes Jr.","Herodes Jr.","0",,,"AAA"
"14871","Highlander","Highlander","0",,,"AAA"
"20932","Hilario","Hilario","0",,,"AAA"
"14914","Histeria","Histeria","0",,,"AAA"
"10261","Histeria II","Histeria II","0",,,"AAA"
"30932","Histeria II (Masked)","Histeria II (Masked)","0",,,"AAA"
"9736","Histeria III","Histeria III","1","1984","2022","AAA"
"11667","Holocausto (Faction)","Holocausto (Faction)","0",,,"AAA"
"9631","Hombre Sin Miedo","Hombre Sin Miedo","0",,,"AAA"
"30636","Hombre Sin Nombre","Hombre Sin Nombre","0",,,"AAA"
"14887","Hong Kong Lee","Hong Kong Lee","0",,,"AAA"
"57567","Hong Kong Lee (Alternate Mask)","Hong Kong Lee (Alternate Mask)","0",,,"AAA"
"31769","Humberto Alanis","Humberto Alanis","0",,,"AAA"
"9632","Ice Killer","Ice Killer","1","1960","2021","AAA"
"23479","Ikuto Hidaka","Ikuto Hidaka","0",,,"AAA"
"33736","Imposible","Imposible","0",,,"AAA"
"10719","Impulso","Impulso","0",,,"AAA"
"31765","Incógnito","Incgnito","0",,,"AAA"
"9633","Inferno Rockers (Faction)","Inferno Rockers (Faction)","0",,,"AAA"
"31776","Ingordable","Ingordable","0",,,"AAA"
"9634","Intocable","Intocable","0",,,"AAA"
"37871","Invencible Jr.","Invencible Jr.","0",,,"AAA"
"25461","Ippei Ohta","Ippei Ohta","0",,,"AAA"
"31019","Iron Kid","Iron Kid","0",,,"AAA"
"10033","Ivelisse Vélez","Ivelisse Velez","0",,,"AAA"
"50860","Jack Chartwheel","Jack Chartwheel","0",,,"AAA"
"9567","Jack Evans","Jack Evans","0",,,"AAA"
"65189","Jada Stone","Jada Stone","0",,,"AAA"
"25323","Jake 'The Snake' Roberts","Jake 'The Snake' Roberts","0",,,"AAA"
"27434","James Storm","James Storm","0",,,"AAA"
"43687","Janeth","Janeth","0",,,"AAA"
"9635","Jaque Mate","Jaque Mate","0",,,"AAA"
"25382","Jason The Terrible","Jason The Terrible","0",,,"AAA"
"26283","Javi","Javi","0",,,"AAA"
"50598","Jay Lethal","Jay Lethal","0",,,"AAA"
"9636","Jeff Jarrett","Jeff Jarrett","0",,,"AAA"
"16473","Jeff Jarrett &amp; Konnan","Jeff Jarrett & Konnan","0",,,"AAA"
"9637","Jennifer Blake","Jennifer Blake","0",,,"AAA"
"17097","Jerrito Estrada","Jerrito Estrada","0",,,"AAA"
"9639","Jerry Estrada","Jerry Estrada","0",,,"AAA"
"10534","Jerry Estrada &amp; Jerrito Estrada","Jerry Estrada & Jerrito Estrada","0",,,"AAA"
"15510","Jesse","Jesse","0",,,"AAA"
"26286","Jessy","Jessy","0",,,"AAA"
"60371","Jessy (Exotico)","Jessy (Exotico)","0",,,"AAA"
"52118","Jessy Queen","Jessy Queen","0",,,"AAA"
"60370","Jessy Ventura","Jessy Ventura","0",,,"AAA"
"39629","Jesús Zúñiga","Jesus Zuniga","0",,,"AAA"
"40974","Jimmy Snuka","Jimmy Snuka","1","1943","2017","AAA"
"10707","Jinzo","Jinzo","0",,,"AAA"
"56695","Jiraiya","Jiraiya","0",,,"AAA"
"32563","JJ de la Borbolla Jr.","JJ de la Borbolla Jr.","0",,,"AAA"
"9739","Joaquí­n Roldán","Joaquin Roldan","1","1953","2017","AAA"
"31807","Jocelyn","Jocelyn","0",,,"AAA"
"66756","Joe Hendry","Joe Hendry","0",,,"AAA"
"9728","Joe Lí­der","Joe Lider","0",,,"AAA"
"32581","Joe Silver","Joe Silver","0",,,"AAA"
"61160","John Bradshaw Layfield","John Bradshaw Layfield","0",,,"AAA"
"11685","Johnny Caballero","Johnny Caballero","0",,,"AAA"
"52716","Johnny Hardy","Johnny Hardy","0",,,"AAA"
"50589","Johnny Mundo","Johnny Mundo","0",,,"AAA"
"51230","Johnny Superstar","Johnny Superstar","0",,,"AAA"
"37291","Jonathan","Jonathan","0",,,"AAA"
"57649","Jordynne Grace","Jordynne Grace","0",,,"AAA"
"56786","José Ramona","Jose Ramona","0",,,"AAA"
"39346","Josh Alexander","Josh Alexander","0",,,"AAA"
"31155","Juan El Brazo","Juan El Brazo","0",,,"AAA"
"14883","Juan El Texano","Juan El Texano","0",,,"AAA"
"58799","Juicy Finau","Juicy Finau","0",,,"AAA"
"62346","Julissa","Julissa","0",,,"AAA"
"39611","Jun Akiyama","Jun Akiyama","0",,,"AAA"
"10039","Jushin 'Thunder' Liger","Jushin Thunder Liger","0",,,"AAA"
"41362","Juve","Juve","0",,,"AAA"
"41361","Juve Venegas","Juve Venegas","0",,,"AAA"
"9536","Juventud Guerrera","Juventud Guerrera","0",,,"AAA"
"9640","Kaguya","Kaguya","0",,,"AAA"
"56431","Kahoz","Kahoz","0",,,"AAA"
"33805","Kahoz II","Kahoz II","0",,,"AAA"
"48053","Kamikaze","Kamikaze","0",,,"AAA"
"54064","Kamille","Kamille","0",,,"AAA"
"10489","Kaoma Jr.","Kaoma Jr.","0",,,"AAA"
"31815","Karina Duval","Karina Duval","0",,,"AAA"
"25329","Karis La Momia","Karis La Momia","1","1944","2015","AAA"
"20345","Karis La Momia II","Karis La Momia II","1","1966","2020","AAA"
