id,name_full,name_sort,year_born,year_died,is_dead,org_acronym
29749,Hawlee Cromwell,Hawlee Cromwell,,,0,RISE
29750,Heather Monroe,Heather Monroe,,,0,RISE
29751,Hiroyo Matsumoto,Hiroyo Matsumoto,,,0,RISE
29752,Hudson Envy,Hudson Envy,,,0,RISE
29753,Jewells Malone,Jewells Malone,,,0,RISE
29754,Karen Q,Karen Q,,,0,RISE
29755,Kate Carney,Kate Carney,,,0,RISE
29756,Kennadi Brink,Kennadi Brink,,,0,RISE
29757,Kylie,Kylie,,,0,RISE
29758,Liiza Hall,Liiza Hall,,,0,RISE
29759,Mercedes Martinez,Mercedes Martinez,,,0,RISE
29760,Miranda Alize,Miranda Alize,,,0,RISE
29761,Nicole Matthews,Nicole Matthews,,,0,RISE
29762,Ray Lyn,Ray Lyn,,,0,RISE
29763,RAZE,RAZE,,,0,RISE
29764,Renee Michelle,Renee Michelle,,,0,RISE
29765,Courtney Rush,Courtney Rush,,,0,RISE
29766,Samantha Heights,Samantha Heights,,,0,RISE
29767,Saraya Knight,Saraya Knight,,,0,RISE
29768,Savannah Evans,Savannah Evans,,,0,RISE
29769,Shazza McKenzie,Shazza McKenzie,,,0,RISE
29770,Shotzi Blackheart,Shotzi Blackheart,,,0,RISE
29772,Sonya Strong,Sonya Strong,,,0,RISE
29773,Tasha Steelz,Tasha Steelz,,,0,RISE
29774,Taya Valkyrie,Taya Valkyrie,,,0,RISE
29778,Tess Valentine,Tess Valentine,,,0,RISE
29779,Thunder Rosa,Thunder Rosa,,,0,RISE
29780,Zoe Lucas,Zoe Lucas,,,0,RISE
29781,Elias,Elias,,,0,WWE
29784,La Rebelión (Faction),La Rebelion (Faction),,,0,TCLL
29786,Charlie Rockstar,Charlie Rockstar,,,0,TCLL
29787,CIMA,CIMA,,,0,TCLL
29789,Masayoshi Motegi,Masayoshi Motegi,,,0,M-PRO
29802,Trent Beretta,Trent Beretta,,,0,ROH
29803,Apollo,Apollo,,,0,WWE
29804,Murphy,Murphy,,,0,WWE
29805,Ace Perry,Ace Perry,,,0,EVOLVE
29806,Dante Caballero,Dante Caballero,,,0,EVOLVE
29807,Joe Keys,Joe Keys,,,0,EVOLVE
29808,Ken Dixon,Ken Dixon,,,0,EVOLVE
29809,Rayo,Rayo,,,0,EVOLVE
29811,Slinky,Slinky,,,0,GWF
29812,Slim Jim,Slim Jim,,,0,GWF
29813,Jody Fleisch,Jody Fleisch,,,0,GWF
29815,Felix Weber,Felix Weber,,,0,GWF
29816,Gefreiter Weber,Gefreiter Weber,,,0,GWF
29817,Adam Krí¼ger,Adam KrÃ¼ger,,,0,GWF
29818,Benji,Benji,,,0,GWF
29819,Martin Guerrero,Martin Guerrero,,,0,GWF
29820,The Bounty Hunter,Bounty Hunter,,,0,CZW
29822,R·E·D (Faction),RED (Faction),,,0,DG
29823,The House of Couture,House of Couture,,,0,Progress
29824,Mark Davis,Mark Davis,,,0,Progress
29825,Kyle Fletcher,Kyle Fletcher,,,0,Progress
29840,Colin Delaney,Colin Delaney,,,0,WC
29842,El Hijo del Fantasma,El Hijo del Fantasma,,,0,WC
29843,MASADA,MASADA,,,0,WC
29844,Matt Cross,Matt Cross,,,0,WC
29845,Allie Kat,Allie Kat,,,0,IWAMS
29846,Ari Azteca,Ari Azteca,,,0,IWAMS
29847,Christi Jaynes,Christi Jaynes,,,0,IWAMS
29848,Graham Bell,Graham Bell,,,0,IWAMS
29849,Jake Lander,Jake Lander,,,0,IWAMS
29850,Manny Fernandez,Manny Fernandez,,,0,IWAMS
29851,Matt Riddle,Matt Riddle,,,0,IWAMS
29852,Shotzi Blackheart,Shotzi Blackheart,,,0,IWAMS
29854,Flip Gordon,Flip Gordon,,,0,NJPW
29855,The Beer City Bruiser,Beer City Bruiser,,,0,NJPW
29856,Koji Kitao,Koji Kitao,1963,2019,1,WAR
29857,John Tenta,John Tenta,1963,2006,1,WAR
29859,Sid Scala,Sid Scala,,,0,Progress
29862,Josh Shooter,Josh Shooter,,,0,Progress
29863,Adam Ralph,Adam Ralph,,,0,Progress
29864,Sabu,Sabu,1964,2025,1,CZW
29866,Ace Delic,Ace Delic,,,0,CZW
29867,Oni,Oni,,,0,CZW
29868,Sean Bishop,Sean Bishop,,,0,CZW
29869,Jay Fury,Jay Fury,,,0,CZW
29870,Jeremy V,Jeremy V,,,0,CZW
29871,Mikey Tenderfoot,Mikey Tenderfoot,,,0,CZW
29872,Rod Steel,Rod Steel,,,0,CZW
29876,Sam Sational,Sam Sational,,,0,CZW
29877,James Newblood,James Newblood,,,0,CZW
29878,John House,John House,,,0,CZW
29889,Tigger Boy,Tigger Boy,,,0,AAA
29891,Alien Invasion,Alien Invasion,,,0,Freakshow
29892,Techno Destructo,Techno Destructo,,,0,Freakshow
29894,Jesus,Jesus,,,0,Freakshow
29896,Leroy Patterson,Leroy Patterson,,,0,Freakshow
29897,Jonald Trump,Jonald Trump,,,0,Freakshow
29898,Toby Blunt,Toby Blunt,,,0,wXw
29899,ACH,ACH,,,0,NWL
29900,Kiera Hogan,Kiera Hogan,,,0,NWL
29901,Golden Jewels,Golden Jewels,,,0,CWE
29902,Tugboat,Tugboat,,,0,CWE
29903,Tugboat (Exit),Tugboat (Exit),,,0,CWE
29904,Coach Kelly Russell,Coach Kelly Russell,,,0,CWE
29905,"James ""Wild"" West","James ""Wild"" West",,,0,CWE
29906,D'Lo Brown,D'Lo Brown,,,0,CWE
29907,Jim Brunzell,Jim Brunzell,,,0,CWE
29908,Andrew Anderson,Andrew Anderson,,,0,CWE
29909,Barry Windham,Barry Windham,,,0,CWE
29910,Ron Simmons,Ron Simmons,,,0,CWE
29911,Adam Flash,Adam Flash,,,0,IWAMS
29912,The Wifebeater,Wifebeater,,,0,IWAMS
29913,Zach Gowen,Zach Gowen,,,0,IWAMS
29914,Aiden Baal,Aiden Baal,,,0,H2O
29915,Brandon Kirk,Brandon Kirk,,,0,H2O
29916,G-Raver,G-Raver,,,0,H2O
29917,Casanova Valentine,Casanova Valentine,,,0,H2O
29918,Louie Ramos,Louie Ramos,,,0,H2O
29919,Monsta Mack,Monsta Mack,,,0,H2O
29920,Sean Henderson,Sean Henderson,,,0,H2O
29921,Leyla Hirsch,Leyla Hirsch,,,0,CZW
29922,Mr. Claxton,Mr. Claxton,,,0,GCW-NJ
29923,Dan O'Hare,Dan O'Hare,,,0,GCW-NJ
29924,Pinkie Sanchez,Pinkie Sanchez,,,0,GCW-NJ
29925,Larry Sweeney,Larry Sweeney,1981,2011,1,IWAMS
29931,Chris Candido,Chris Candido,,,0,IWAMS
29933,Jay Fury,Jay Fury,,,0,IWAMS
29938,Jonah,Jonah,,,0,Progress
29939,James Ellsworth,James Ellsworth,,,0,Bar
29941,Suicide,Suicide,,,0,Bar
29944,Sammii Jayne,Sammii Jayne,,,0,Defiant
29950,Harvey Dale,Harvey Dale,,,0,HOPE
29951,Liam Morley,Liam Morley,,,0,HOPE
29952,Soberano Jr.,Soberano Jr.,,,0,ROH
29956,Katsumi Usuda,Katsumi Usuda,,,0,FMW
29959,Takeshi Morishima,Takeshi Morishima,,,0,FMW
29960,Tsuyoski Kikuchi,Tsuyoski Kikuchi,,,0,FMW
29961,Valentin Mayo,Valentin Mayo,,,0,CMLL
29962,Flash Funk,Flash Funk,,,0,PWS
29963,Big Van Vader,Big Van Vader,1955,2018,1,PWS
29965,Dynomite,Dynomite,,,0,PWS
29967,Freight Train,Freight Train,,,0,PWS
29968,The Great Muta,Great Muta,,,0,PWS
29969,Helter Skelter,Helter Skelter,,,0,PWS
29970,KAI,KAI,,,0,PWS
29972,Mike Sydal,Mike Sydal,,,0,PWS
29973,Mil Máscaras,Mil Mascaras,,,0,PWS
29977,Tommy Dreamer,Tommy Dreamer,,,0,PWS
29978,Veda Scott,Veda Scott,,,0,PWS
29980,Ethan Page,Ethan Page,,,0,HOH
29981,Hacker Scotty,Hacker Scotty,,,0,HOH
29982,Jessicka Havok,Jessicka Havok,,,0,HOH
29985,Pepper Parks,Pepper Parks,,,0,HOH
29986,RJ City,RJ City,,,0,HOH
29988,Thea Trinidad,Thea Trinidad,,,0,HOH
29989,Tommaso Ciampa,Tommaso Ciampa,,,0,HOH
29991,Jack Jahova,Jack Jahova,,,0,CZW
29992,The Big Scare,Big Scare,,,0,CZW
29999,Hahastary,Hahastary,,,0,AAA
30005,Ryuji Hijikata,Ryuji Hijikata,,,0,FMW
30006,Oji Shiiba,Oji Shiiba,,,0,DG
30007,Bandido,Bandido,,,0,DG
30008,Zachary Wentz,Zachary Wentz,,,0,DG
30009,Dezmond Xavier,Dezmond Xavier,,,0,DG
30011,Ryosuke ♡ Santa Maria,Ryosuke Santa Maria,,,0,DG
30020,Big Dick Dudley,Big Dick Dudley,1968,2002,1,IWAMS
30022,J-Ru,J-Ru,,,0,VOW
30023,Angel Dust,Angel Dust,,,0,VOW
30024,Marti Belle,Marti Belle,,,0,VOW
30025,Matthew Justice,Matthew Justice,,,0,VOW
30026,Abyss,Abyss,,,0,BCW-2
30027,Chris Harris,Chris Harris,,,0,BCW-2
30028,Mick Foley,Mick Foley,,,0,BCW-2
30029,Los Federales Santos Jr.,Los Federales Santos Jr.,,,0,RPW
30033,Bonesaw,Bonesaw,,,0,PWS
30034,Phantasio,Phantasio,,,0,PWS
30035,Scott Steiner,Scott Steiner,,,0,PWS
30036,Simon Dean,Simon Dean,,,0,PWS
30037,Taka Suzuki,Taka Suzuki,,,0,PWS
30038,Starman,Starman,,,0,PWS
30040,Aiden O'Shea,Aiden O'Shea,,,0,HOH
30042,Angelina Love,Angelina Love,,,0,HOH
30043,Bob Holly,Bob Holly,,,0,HOH
30044,Bull James,Bull James,,,0,HOH
30045,Colt Cabana,Colt Cabana,,,0,HOH
30046,Connor Braxton,Connor Braxton,,,0,HOH
30047,Danny Duggan,Danny Duggan,,,0,HOH
30048,Kevin Thorn,Kevin Thorn,,,0,HOH
30049,Matt Cross,Matt Cross,,,0,HOH
30050,Mr. Anderson,Mr. Anderson,,,0,HOH
30051,Sadist,Sadist,,,0,HOH
30052,Kelly Klein,Kelly Klein,,,0,VOW
30053,Devyn Nicole,Devyn Nicole,,,0,VOW
30054,Leah Von Dutch,Leah Von Dutch,,,0,VOW
30055,Griff Garrison,Griff Garrison,,,0,ROH
30056,Marcus Kross,Marcus Kross,,,0,ROH
30057,Hana Kimura,Hana Kimura,1997,2020,1,ROH
30063,Cassidy Stone,Cassidy Stone,,,0,VOW
30064,Super Oprah,Super Oprah,,,0,VOW
30065,Shockwave The Robot,Shockwave The Robot,,,0,JCW
30067,The Richie Boy,Richie Boy,,,0,JCW
30068,Joey Ryan,Joey Ryan,,,0,JCW
30073,Sonjay Dutt,Sonjay Dutt,,,0,JCW
30074,Kevin Thorn,Kevin Thorn,,,0,JCW
30075,Kindred,Kindred,,,0,VOW
30076,Napalm Bomb,Napalm Bomb,,,0,VOW
30077,Antifaz del Norte,Antifaz del Norte,,,0,ECW
30078,Skull Von Krush,Skull Von Krush,,,0,ECW
30079,Heat,Heat,,,0,CMLL
30082,Maria Manic,Maria Manic,,,0,CZW
30083,Keith Lee,Keith Lee,,,0,wXw
30084,Jonah Rock,Jonah Rock,,,0,wXw
30085,Max Caster,Max Caster,,,0,CZW
30086,Hayato Nanjyo,Hayato Nanjyo,,,0,FMW
30087,Dark Ranger,Dark Ranger,,,0,FMW
30088,Mach Hayato,Mach Hayato,,,0,FMW
30089,Chikako Shiratori,Chikako Shiratori,,,0,FMW
30090,Hiroshi Osumi,Hiroshi Osumi,,,0,FMW
30095,Tommy Vecs,Tommy Vecs,,,0,TRUE
30096,Ricky Martinez,Ricky Martinez,,,0,TRUE
30098,Sierra Loxton,Sierra Loxton,,,0,RPW
30099,Jordan Devlin,Jordan Devlin,,,0,RPW
30100,Kip Sabian,Kip Sabian,,,0,RPW
30101,Uncle Mitch,Uncle Mitch,,,0,CZW
30103,Drake Maverick,Drake Maverick,,,0,WWE
30111,Crowbar,Crowbar,,,0,CZW
30112,Danny G,Danny G,,,0,CZW
30113,Eric Martin,Eric Martin,,,0,CZW
30115,The White Boy,White Boy,,,0,CZW
30116,Emil J,Emil J,,,0,CZW
30120,Giant Steele,Giant Steele,,,0,FMW
30123,Aero Boy,Aero Boy,,,0,IWAMS
30124,Anthony Henry,Anthony Henry,,,0,IWAMS
30125,Eddy Only,Eddy Only,,,0,IWAMS
30126,Gary Galaxy,Gary Galaxy,,,0,IWAMS
30127,Su Yung,Su Yung,,,0,IWAMS
30130,Big Machine,Big Machine,1942,2016,1,WWE
30131,Chuckie T.,Chuckie T.,,,0,NJPW
30132,Daimajin,Daimajin,,,0,NJPW
30133,Hulk Machine,Hulk Machine,,,0,WWE
30134,Piper Machine,Piper Machine,1954,2015,1,WWE
30135,The Steel,Steel,,,0,CMLL
30137,Shoichi Arai,Shoichi Arai,1965,2002,1,FMW
30146,La Dinastí­a Dinamita,La DinastÃ­a Dinamita,,,0,CMLL
30147,Ángel de Oro (Masked),Angel de Oro {Masked},,,0,CMLL
30150,Velvet McIntyre,Velvet McIntyre,,,0,WWE
30151,Amir Jordan,Amir Jordan,,,0,HOPE
30152,Jack Cave,Jack Cave,,,0,HOPE
30153,Nathan Cruz,Nathan Cruz,,,0,HOPE
30154,Myles Kayman,Myles Kayman,,,0,HOPE
30155,Stone Rockwell,Stone Rockwell,,,0,TNA
30156,Xperia,Xperia,,,0,TCLL
30157,Torito Negro,Torito Negro,,,0,TCLL
30161,Pat Tanaka,Pat Tanaka,,,0,ECW
30163,Aaron Bradley,Aaron Bradley,,,0,T1W
30164,Aaron Stevens,Aaron Stevens,,,0,T1W
30165,Ace Romero,Ace Romero,,,0,T1W
30166,ACH,ACH,,,0,T1W
30167,Adam Chandler,Adam Chandler,,,0,T1W
30169,Aja Perera,Aja Perera,,,0,T1W
30170,Alan Lee Travis,Alan Lee Travis,,,0,T1W
30171,Alex Mason,Alex Mason,,,0,T1W
30173,Allie Recks,Allie Recks,,,0,T1W
30178,Anthony Bennett,Anthony Bennett,,,0,T1W
30179,Anthony Bowens,Anthony Bowens,,,0,T1W
30180,Anthony Greene,Anthony Greene,,,0,T1W
30181,Anthony Henry,Anthony Henry,,,0,T1W
30183,Anthony Nese,Anthony Nese,,,0,T1W
30184,Apando Negro Jr.,Apando Negro Jr.,,,0,T1W
30185,Archadia,Archadia,,,0,T1W
30186,Ashley America,Ashley America,,,0,T1W
30187,Atticus Bolt,Atticus Bolt,,,0,T1W
30189,Big Damo,Big Damo,,,0,T1W
30190,Black Baron,Black Baron,,,0,T1W
30191,Black Zemis,Black Zemis,,,0,T1W
30192,Blake Morris,Blake Morris,,,0,T1W
30193,Bobby C. Dinero,Bobby C. Dinero,,,0,T1W
30194,Bobby Fish,Bobby Fish,,,0,T1W
30196,Brandon Watts,Brandon Watts,,,0,T1W
30199,Brian Fury,Brian Fury,,,0,T1W
30200,Brute VanSlyke,Brute VanSlyke,,,0,T1W
30201,Buxx Belmar,Buxx Belmar,,,0,T1W
30202,Caleb Konley,Caleb Konley,,,0,T1W
30205,The Caveman,Caveman,,,0,T1W
30207,Chase Brown,Chase Brown,,,0,T1W
30208,Chris Dickinson,Chris Dickinson,,,0,T1W
30209,Chris Payne,Chris Payne,,,0,T1W
30210,Christian Casanova,Christian Casanova,,,0,T1W
30211,Christopher Beckett,Christopher Beckett,,,0,T1W
30213,Commando,Commando,,,0,T1W
30214,Conor Claxton,Conor Claxton,,,0,T1W
30216,Cooley-K,Cooley-K,,,0,T1W
30217,CPA,CPA,,,0,T1W
30218,Craven Varro,Craven Varro,,,0,T1W
30219,Crusher Curtis,Crusher Curtis,,,0,T1W
30220,Curt Stallion,Curt Stallion,,,0,T1W
30221,The Cutthroat Kings,Cutthroat Kings,,,0,T1W
30222,Damaris,Damaris,,,0,T1W
30223,Damian Gibbs,Damian Gibbs,,,0,T1W
30224,Darby Allin,Darby Allin,,,0,T1W
30225,Darius Carter,Darius Carter,,,0,T1W
30226,David Starr,David Starr,,,0,T1W
30227,Dezmond Xavier,Dezmond Xavier,,,0,T1W
30228,Dick Justice,Dick Justice,,,0,T1W
30229,DJ Hyde,DJ Hyde,,,0,T1W
30230,Dominic Garrini,Dominic Garrini,,,0,T1W
30231,Eric Draven,Eric Draven,,,0,T1W
30232,Ethan Page,Ethan Page,,,0,T1W
30233,Fallah Bahh,Fallah Bahh,,,0,T1W
30234,Facade,Facade,,,0,T1W
30235,FEDERATED,FEDERATED,,,0,T1W
30238,Flip Gordon,Flip Gordon,,,0,T1W
30239,Travis Gordon,Travis Gordon,,,0,T1W
30240,Fred Yehi,Fred Yehi,,,0,T1W
30242,Gran Akuma,Gran Akuma,,,0,T1W
30243,Gringo Loco,Gringo Loco,,,0,T1W
30244,Homicide,Homicide,,,0,T1W
30246,Icarus,Icarus,,,0,T1W
30249,Jason Carrion,Jason Carrion,,,0,T1W
30250,Jason Vera,Jason Vera,,,0,T1W
30251,Jeff Cobb,Jeff Cobb,,,0,T1W
30252,Jeremy Leary,Jeremy Leary,,,0,T1W
30253,Jessie Brooks,Jessie Brooks,,,0,T1W
30254,JGeorge,JGeorge,,,0,T1W
30255,Joey Ace,Joey Ace,,,0,T1W
30256,Joey Janela,Joey Janela,,,0,T1W
30257,Joey Scott,Joey Scott,,,0,T1W
30258,John Silver,John Silver,,,0,T1W
30259,Johnny Silver,Johnny Silver,,,0,T1W
30260,Jonathan Gresham,Jonathan Gresham,,,0,T1W
30261,Jordynne Grace,Jordynne Grace,,,0,T1W
30262,JT Dunn,JT Dunn,,,0,T1W
30263,Juba,Juba,,,0,T1W
30264,JustNeph,JustNeph,,,0,T1W
30265,Katred,Katred,,,0,T1W
30266,Keith Lee,Keith Lee,,,0,T1W
30267,Kenny Bengal,Kenny Bengal,,,0,T1W
30268,Kid Christian,Kid Christian,,,0,T1W
30269,Kyle The Beast,Kyle The Beast,,,0,T1W
30270,Kyle Winant,Kyle Winant,,,0,T1W
30271,Latin Dragon,Latin Dragon,,,0,T1W
30272,Lio Rush,Lio Rush,,,0,T1W
30273,Logan Black,Logan Black,,,0,T1W
30274,Low Ki,Low Ki,,,0,T1W
30275,LSG,LSG,,,0,T1W
30276,Luke Hawx,Luke Hawx,,,0,T1W
30278,Marc Hauss,Marc Hauss,,,0,T1W
30280,Mario Bokara,Mario Bokara,,,0,T1W
30282,Matt Macintosh,Matt Macintosh,,,0,T1W
30283,Matt Riddle,Matt Riddle,,,0,T1W
30284,Matthew Riddle,Matthew Riddle,,,0,T1W
30285,Max Caster,Max Caster,,,0,T1W
30286,Maxwell Jacob Friedman,Maxwell Jacob Friedman,,,0,T1W
30287,Maxwell Jacob Feinstein,Maxwell Jacob Feinstein,,,0,T1W
30288,Mik Drake,Mik Drake,,,0,T1W
30289,Mike Bailey,Mike Bailey,,,0,T1W
30290,Mike Del,Mike Del,,,0,T1W
30291,Mike Law,Mike Law,,,0,T1W
30292,Mike Orlando,Mike Orlando,,,0,T1W
30293,Mike Verna,Mike Verna,,,0,T1W
30296,Mr. Martinez,Mr. Martinez,,,0,T1W
30297,Mr. Touchdown,Mr. Touchdown,,,0,T1W
30298,Myron Reed,Myron Reed,,,0,T1W
30300,Nikki Addams,Nikki Addams,,,0,T1W
30301,Nutrious X,Nutrious X,,,0,T1W
30302,Penta El Zero M,Penta El Zero M,,,0,T1W
30303,Penta El 0M,Penta El 0M,,,0,T1W
30304,Pierrothito,Pierrothito,,,0,T1W
30305,Pinkie Sanchez,Pinkie Sanchez,,,0,T1W
30306,Randy Summers,Randy Summers,,,0,T1W
30307,Rex Dangerous,Rex Dangerous,,,0,T1W
30308,Rey Horus,Rey Horus,,,0,T1W
30309,Rude Boy Riley,Rude Boy Riley,,,0,T1W
30310,Sam Shields,Sam Shields,,,0,T1W
30311,Sanjay Bagga,Sanjay Bagga,,,0,T1W
30312,Scott Wild,Scott Wild,,,0,T1W
30313,Sean Carr,Sean Carr,,,0,T1W
30314,Sebastian Cage,Sebastian Cage,,,0,T1W
30315,Sebastian Cruz,Sebastian Cruz,,,0,T1W
30316,Shane Sabre,Shane Sabre,,,0,T1W
30317,Sonny Kiss,Sonny Kiss,,,0,T1W
30319,Space Monkey,Space Monkey,,,0,T1W
30322,Steve Scott,Steve Scott,,,0,T1W
30323,Stitch Osiris,Stitch Osiris,,,0,T1W
30324,Stockade,Stockade,,,0,T1W
30325,Stokely Hathaway,Stokely Hathaway,,,0,T1W
30329,Tim Donst,Tim Donst,,,0,T1W
30330,Timothy Thatcher,Timothy Thatcher,,,0,T1W
30331,Tom Lawlor,Tom Lawlor,,,0,T1W
30332,Tommaso Ciampa,Tommaso Ciampa,,,0,T1W
30333,Tony Deppen,Tony Deppen,,,0,T1W
30334,Tracy Williams,Tracy Williams,,,0,T1W
30336,Vinny Pacifico,Vinny Pacifico,,,0,T1W
30337,VSK,VSK,,,0,T1W
30338,Xavier Bell,Xavier Bell,,,0,T1W
30339,Zachary Wentz,Zachary Wentz,,,0,T1W
30340,Nicholas Kaye,Nicholas Kaye,,,0,UWA-Elite
30341,Bowes,Bowes,,,0,UWA-Elite
30342,King Tek,King Tek,,,0,UWA-Elite
30343,Kyle the Beast,Kyle the Beast,,,0,UWA-Elite
30344,Magic,Magic,,,0,UWA-Elite
30345,Matt Vertigo,Matt Vertigo,,,0,UWA-Elite
30346,Chris Powers,Chris Powers,,,0,UWA-Elite
30347,Drake Chambers,Drake Chambers,,,0,UWA-Elite
30348,Brandon the Bull,Brandon the Bull,,,0,UWA-Elite
30349,Joey Adams,Joey Adams,,,0,UWA-Elite
30350,Jeremiah,Jeremiah,,,0,UWA-Elite
30351,Brandon Kirk,Brandon Kirk,,,0,UWA-Elite
30353,Cypress,Cypress,,,0,UWA-Elite
30354,Jeff Cannonball,Jeff Cannonball,,,0,UWA-Elite
30356,Cronin,Cronin,,,0,UWA-Elite
30357,Domonic Truex,Domonic Truex,,,0,UWA-Elite
30358,Mike Del,Mike Del,,,0,UWA-Elite
30359,Robbie Roller,Robbie Roller,,,0,UWA-Elite
30360,Sean McNelis,Sean McNelis,,,0,UWA-Elite
30361,Jacob Tarraso,Jacob Tarraso,,,0,UWA-Elite
30362,Thomas Kobryn,Thomas Kobryn,,,0,UWA-Elite
30363,Everett Cross,Everett Cross,,,0,UWA-Elite
30364,Clay Sawyer,Clay Sawyer,,,0,UWA-Elite
30365,Myke Quest,Myke Quest,,,0,UWA-Elite
30366,Mathias Glass,Mathias Glass,,,0,UWA-Elite
30370,DB Mikey P,DB Mikey P,,,0,UWA-Elite
30371,TJ Blade,TJ Blade,,,0,UWA-Elite
30372,Archadia,Archadia,,,0,UWA-Elite
30375,Delroy,Delroy,,,0,TNA
30376,Ryoji Sai,Ryoji Sai,,,0,LandsEnd
30377,Habib,Habib,,,0,TNA
30378,FG Mask,FG Mask,,,0,LandsEnd
30379,Nasu Kotaro,Nasu Kotaro,,,0,LandsEnd
30380,Chris Avery Queling,Chris Avery Queling,,,0,TNA
30381,UEXILE,UEXILE,,,0,LandsEnd
30382,Wakataka Jet Shinsuke,Wakataka Jet Shinsuke,,,0,LandsEnd
30383,Revlon,Revlon,,,0,LandsEnd
30384,Versailles Handa,Versailles Handa,,,0,LandsEnd
30385,Colby Covington,Colby Covington,,,0,TNA
30386,Masakado,Masakado,,,0,LandsEnd
30387,Ishikiri,Ishikiri,,,0,LandsEnd
30388,Fudo Rikiya,Fudo Rikiya,,,0,LandsEnd
30389,Chris Payne,Chris Payne,,,0,TNA
30390,Bag Paipu Nakamura,Bag Paipu Nakamura,,,0,LandsEnd
30391,Bag Paipu Katou,Bag Paipu Katou,,,0,LandsEnd
30392,RYO,RYO,,,0,LandsEnd
30393,Shawn Donovan,Shawn Donovan,,,0,TNA
30394,Kyoboku Futoshi,Kyoboku Futoshi,,,0,LandsEnd
30396,Bobby Wayward,Bobby Wayward,,,0,TNA
30397,Matt Macintosh,Matt Macintosh,,,0,TNA
30398,Anthony Bowens,Anthony Bowens,,,0,TNA
30399,Danny Maff,Danny Maff,,,0,TNA
30401,Jason Albert,Jason Albert,,,0,WWE
30405,Josh Alexander,Josh Alexander,,,0,TNA
30406,Markus Burke,Markus Burke,,,0,TNA
30407,Alister Wilde,Alister Wilde,,,0,IWAMS
30408,Cash Borden,Cash Borden,,,0,IWAMS
30409,Cash Cavins,Cash Cavins,,,0,IWAMS
30410,Kody Rice,Kody Rice,,,0,IWAMS
30411,Mike Roach,Mike Roach,,,0,IWAMS
30412,Orin Veidt,Orin Veidt,,,0,IWAMS
30416,Tony Broadway,Tony Broadway,,,0,RKK
30418,Leopard,Leopard,,,0,RKK
30421,Alyssa Flash,Alyssa Flash,,,0,RKK
30422,WALTER,WALTER,,,0,Defiant
30423,Drake (Exit),Drake (Exit),,,0,Defiant
30424,Ricky Reyes,Ricky Reyes,,,0,GCW-NJ
30425,Bandido Jr.,Bandido Jr.,,,0,GCW-NJ
30426,Mo Sexton,Mo Sexton,,,0,GCW-NJ
30429,AJ Gray,AJ Gray,,,0,GCW-NJ
30430,Allie Katch,Allie Katch,,,0,GCW-NJ
30431,BLK Jeez,BLK Jeez,,,0,GCW-NJ
30432,Ezekiel Lewis,Ezekiel Lewis,,,0,GCW-NJ
30433,Faye Jackson,Faye Jackson,,,0,GCW-NJ
30435,Jordan Oliver,Jordan Oliver,,,0,GCW-NJ
30436,Kit Osbourne,Kit Osbourne,,,0,GCW-NJ
30437,Matt Travis,Matt Travis,1994,2019,1,GCW-NJ
30438,Pelle Primeau,Pelle Primeau,,,0,GCW-NJ
30439,Sasha Jenkins,Sasha Jenkins,,,0,GCW-NJ
30442,Jack Evans,Jack Evans,,,0,GCW-NJ
30443,Jody Fleisch,Jody Fleisch,,,0,GCW-NJ
30447,Bam Sullivan,Bam Sullivan,,,0,T1W
30448,Tito Navaja,Tito Navaja,,,0,T1W
30449,Savannah Evans,Savannah Evans,,,0,T1W
30450,Aivil,Aivil,,,0,ICW
30451,Jokey,Jokey,,,0,ICW
30452,Philly Collins,Philly Collins,,,0,T1W
30453,Marino Tenaglia,Marino Tenaglia,,,0,T1W
30454,Buster Jackson,Buster Jackson,,,0,T1W
30458,Shane Taylor,Shane Taylor,,,0,TCLL
30461,Myzteziz,Myzteziz,,,0,TCLL
30463,Tarec Pasca,Tarec Pasca,,,0,FMW
30467,Balls Mahoney,Balls Mahoney,,,0,FMW
30468,Super Crazy,Super Crazy,,,0,FMW
30469,TAJIRI,TAJIRI,,,0,FMW
30470,Axl Rotten,Axl Rotten,1971,2016,1,FMW
30472,Willie Takayama,Willie Takayama,1969,2021,1,FMW
30473,Joey Ryan,Joey Ryan,,,0,ECCW
30475,Misae Genki,Misae Genki,,,0,FMW
30476,ECW Japan (Faction),ECW Japan (Faction),,,0,FMW
30477,Shin Fuyuki-gun (Faction),Shin Fuyuki-gun (Faction),,,0,FMW
30478,Lance Cade,Lance Cade,1981,2010,1,FMW
30479,Crazy Boy,Crazy Boy,,,0,FMW
30483,Kintaro Kanemura,Kintaro Kanemura,,,0,FMW
30484,Kaoruko Arai,Kaoruko Arai,,,0,FMW
30485,Kaoruko,Kaoruko,,,0,FMW
30486,June Kusanagi,June Kusanagi,,,0,FMW
30487,Sugar Dunkerton,Sugar Dunkerton,,,0,TNA
30489,Linda Miles,Linda Miles,,,0,OVW
30490,Rhino,Rhino,,,0,OVW
30493,Osama Rodriguez Alejandro,Osama Rodriguez Alejandro,,,0,OVW
30494,Christy Hemme,Christy Hemme,,,0,OVW
30496,Rip Rogers,Rip Rogers,,,0,OVW
30497,Scotty Sabre,Scotty Sabre,,,0,OVW
30498,John Hennigan,John Hennigan,,,0,OVW
30500,Tracy Smothers,Tracy Smothers,1962,2020,1,FMW
